"","NFCSID","STATEQ","A50A","A50B","F1","F2_1","F2_2","F2_3","F2_4","F2_5","F2_6","G1","G35","year","G30"
"686",2021034302,43,1,1,1,1,1,2,1,1,1,2,NA,2021,NA
"687",2021034309,1,1,1,1,1,2,1,1,1,2,2,NA,2021,NA
"688",2021034373,43,1,1,1,1,1,1,1,2,2,2,NA,2021,NA
"689",2021034391,43,1,1,3,1,1,1,2,98,98,1,NA,2021,NA
"690",2021034483,25,1,1,99,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"691",2021034560,1,1,1,2,99,99,1,1,1,2,2,NA,2021,NA
"692",2021034581,1,1,1,1,2,2,1,2,2,2,2,2,2021,NA
"693",2021034584,1,1,1,1,98,1,1,1,98,2,2,NA,2021,NA
"694",2021034602,1,1,1,2,1,2,1,2,2,1,2,NA,2021,NA
"695",2021034614,1,1,1,1,1,98,2,2,2,2,2,NA,2021,NA
"696",2021034649,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"697",2021034676,26,1,1,1,1,2,2,2,2,2,2,NA,2021,NA
"698",2021034685,26,1,1,2,1,2,2,1,1,1,2,1,2021,NA
"699",2021034692,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"700",2021034710,43,1,1,2,1,2,2,2,2,1,1,98,2021,NA
"701",2021034762,43,1,1,3,1,2,2,2,2,2,2,NA,2021,NA
"702",2021034765,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"703",2021034780,26,1,1,7,NA,NA,NA,NA,NA,NA,2,98,2021,NA
"704",2021034819,26,1,1,1,1,1,1,2,2,2,2,NA,2021,NA
"705",2021034847,26,1,1,1,2,1,1,1,2,2,2,NA,2021,NA
"706",2021034858,47,1,1,7,NA,NA,NA,NA,NA,NA,2,98,2021,NA
"707",2021034886,47,1,1,2,1,1,2,1,1,2,1,1,2021,NA
"708",2021034902,26,1,1,5,1,1,1,2,98,1,1,98,2021,NA
"709",2021034903,43,1,1,2,1,2,2,2,2,2,1,NA,2021,NA
"710",2021034988,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"711",2021035090,47,1,1,1,98,98,98,98,98,98,2,NA,2021,NA
"712",2021035147,25,1,1,5,1,1,1,1,1,1,1,1,2021,NA
"713",2021035158,26,1,1,99,NA,NA,NA,NA,NA,NA,99,NA,2021,NA
"714",2021035189,26,1,1,1,1,2,2,2,2,2,98,4,2021,NA
"715",2021035201,26,1,1,1,2,1,1,1,1,2,1,4,2021,NA
"716",2021035356,25,1,1,3,2,2,2,2,2,2,2,NA,2021,NA
"717",2021035362,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"718",2021035550,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"719",2021035595,47,1,1,3,1,2,2,2,2,2,2,1,2021,NA
"720",2021036147,25,2,7,2,98,2,2,2,2,2,2,NA,2021,NA
"721",2021036231,25,2,7,3,1,2,1,1,1,2,1,4,2021,NA
"722",2021036291,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"723",2021036297,25,2,7,2,1,99,99,98,98,98,99,2,2021,NA
"724",2021036313,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2021,NA
"725",2021036378,25,2,7,98,NA,NA,NA,NA,NA,NA,98,NA,2021,NA
"726",2021036555,25,1,1,3,1,99,1,2,1,98,1,NA,2021,NA
"727",2021037110,25,1,1,2,1,2,1,1,1,1,2,NA,2021,NA
"728",2018010008,26,2,7,1,2,98,2,2,1,1,98,2,2018,NA
"729",2018010304,26,2,7,1,98,2,2,2,2,2,2,NA,2018,NA
"730",2018010372,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"731",2018010519,47,2,7,1,99,98,1,2,2,2,2,NA,2018,NA
"732",2018010543,1,2,7,1,2,2,2,2,2,2,2,2,2018,NA
"733",2018010551,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"734",2018010593,1,2,7,2,2,1,1,2,1,2,2,1,2018,NA
"735",2018011013,1,2,7,2,1,1,1,1,98,1,2,NA,2018,NA
"736",2018011032,26,2,7,2,2,1,2,2,2,2,1,NA,2018,NA
"737",2018011056,47,2,7,1,2,1,1,2,2,2,1,2,2018,NA
"738",2018011061,47,1,1,1,2,1,2,1,1,98,2,1,2018,NA
"739",2018011077,15,1,1,3,1,1,1,1,1,1,1,1,2018,NA
"740",2018011115,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"741",2018011118,1,2,7,2,1,2,1,2,2,2,2,NA,2018,NA
"742",2018011138,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"743",2018011163,1,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"744",2018011176,47,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2018,NA
"745",2018011219,47,1,1,2,2,1,99,2,1,98,98,NA,2018,NA
"746",2018011271,26,2,7,3,2,1,1,1,2,2,2,4,2018,NA
"747",2018011274,1,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"748",2018011286,26,2,7,2,98,2,1,2,1,2,2,2,2018,NA
"749",2018011299,15,2,7,3,2,1,1,2,2,2,2,NA,2018,NA
"750",2018011417,47,2,7,1,1,2,2,2,2,2,1,NA,2018,NA
"751",2018011427,26,2,7,2,2,1,1,1,2,2,2,NA,2018,NA
"752",2018011465,15,2,7,1,98,98,98,2,2,2,98,2,2018,NA
"753",2018011531,26,1,1,1,2,2,2,2,2,2,2,3,2018,NA
"754",2018011546,15,2,7,1,1,1,1,1,2,1,1,NA,2018,NA
"755",2018011787,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"756",2018011861,47,2,7,1,2,98,1,2,2,2,2,2,2018,NA
"757",2018011901,15,2,7,7,NA,NA,NA,NA,NA,NA,1,2,2018,NA
"758",2018011924,25,1,1,2,1,1,1,1,1,1,1,3,2018,NA
"759",2018011958,43,2,7,7,NA,NA,NA,NA,NA,NA,2,3,2018,NA
"760",2018011960,1,2,7,1,1,2,98,98,2,1,1,NA,2018,NA
"761",2018011975,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"762",2018011981,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"763",2018011988,43,2,7,1,2,1,2,2,98,1,2,NA,2018,NA
"764",2018012031,47,1,1,1,1,1,2,2,2,2,2,1,2018,NA
"765",2018012046,47,1,1,2,1,2,2,2,2,2,2,NA,2018,NA
"766",2018012083,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"767",2018012091,43,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"768",2018012108,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"769",2018012126,47,2,7,2,2,1,1,1,1,2,1,4,2018,NA
"770",2018012140,15,1,1,4,2,2,1,1,2,2,2,NA,2018,NA
"771",2018012206,25,1,1,1,2,1,1,1,2,1,2,4,2018,NA
"772",2018012335,25,2,7,2,2,1,1,1,1,2,1,4,2018,NA
"773",2018012338,43,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2018,NA
"774",2018012353,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"775",2018012406,47,1,1,1,1,1,2,2,2,2,2,NA,2018,NA
"776",2018012425,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"777",2018012531,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"778",2018012632,15,2,7,2,2,1,2,2,2,2,1,NA,2018,NA
"779",2018012761,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"780",2018012794,47,1,1,2,1,2,98,1,99,1,2,NA,2018,NA
"781",2018012822,47,1,1,5,1,1,1,1,1,1,1,4,2018,NA
"782",2018012824,47,2,7,3,1,1,1,2,1,2,1,NA,2018,NA
"783",2018012830,47,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"784",2018012851,47,2,7,2,2,1,1,2,2,2,2,1,2018,NA
"785",2018012853,1,2,7,1,2,1,1,2,2,2,1,2,2018,NA
"786",2018012854,47,1,1,2,2,2,1,1,2,2,2,NA,2018,NA
"787",2018012859,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"788",2018012863,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"789",2018012920,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"790",2018012997,15,1,1,4,1,1,2,1,2,1,2,2,2018,NA
"791",2018013016,1,2,7,2,1,2,1,2,2,2,2,NA,2018,NA
"792",2018013250,43,2,7,98,NA,NA,NA,NA,NA,NA,99,NA,2018,NA
"793",2018013273,47,1,1,3,1,1,1,1,1,1,2,2,2018,NA
"794",2018013372,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"795",2018013425,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"796",2018013426,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"797",2018013439,43,1,1,98,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"798",2018013470,26,2,7,1,1,2,2,2,2,2,2,1,2018,NA
"799",2018013531,26,2,7,2,2,2,1,2,2,2,1,NA,2018,NA
"800",2018013896,15,2,7,3,2,1,1,1,2,2,2,1,2018,NA
"801",2018014086,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"802",2018014116,26,2,7,1,99,99,99,2,2,2,98,NA,2018,NA
"803",2018014225,43,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"804",2018014764,1,2,7,6,2,2,99,1,2,99,2,1,2018,NA
"805",2018015214,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"806",2018015431,15,2,7,2,1,2,2,2,2,2,2,NA,2018,NA
"807",2018016098,43,2,7,2,98,98,98,98,98,98,2,NA,2018,NA
"808",2018016304,15,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2018,NA
"809",2018016579,47,2,7,3,1,2,1,2,1,1,2,2,2018,NA
"810",2018017092,15,2,7,1,1,2,2,2,2,2,1,2,2018,NA
"811",2018017112,43,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"812",2018017186,25,2,7,1,1,2,2,1,2,2,2,NA,2018,NA
"813",2018017702,47,2,7,3,2,1,1,2,2,2,1,NA,2018,NA
"814",2018017730,47,2,7,1,1,2,2,2,2,2,2,99,2018,NA
"815",2018018007,1,2,7,2,1,2,2,2,2,2,2,2,2018,NA
"816",2018018190,25,2,7,3,2,1,1,2,2,2,2,NA,2018,NA
"817",2018018211,26,2,7,1,1,1,1,1,1,2,1,4,2018,NA
"818",2018018212,1,2,7,7,NA,NA,NA,NA,NA,NA,1,1,2018,NA
"819",2018018278,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"820",2018018486,1,1,1,1,2,1,1,1,2,1,2,NA,2018,NA
"821",2018018796,15,1,1,3,1,2,2,2,2,2,2,NA,2018,NA
"822",2018018886,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"823",2018018953,47,2,7,4,2,98,1,1,2,1,2,NA,2018,NA
"824",2018018956,25,1,1,3,2,1,1,1,2,2,2,1,2018,NA
"825",2018019041,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"826",2018019096,26,1,1,4,2,1,1,1,2,98,2,3,2018,NA
"827",2018019200,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"828",2018019206,26,1,1,3,2,1,1,1,1,2,2,NA,2018,NA
"829",2018019472,25,1,1,2,1,2,2,1,2,2,2,2,2018,NA
"830",2018019512,15,1,1,2,1,1,1,1,1,1,98,1,2018,NA
"831",2018019541,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"832",2018019639,25,2,7,2,1,2,98,2,2,2,98,NA,2018,NA
"833",2018019646,1,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"834",2018019665,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"835",2018019666,25,2,7,7,NA,NA,NA,NA,NA,NA,2,99,2018,NA
"836",2018019668,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"837",2018019680,1,2,7,2,98,2,98,2,2,2,2,NA,2018,NA
"838",2018019807,43,2,7,2,2,1,2,2,2,2,1,1,2018,NA
"839",2018019826,26,2,7,2,2,2,2,2,2,2,2,NA,2018,NA
"840",2018019842,15,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"841",2018019861,43,2,7,2,1,2,2,2,2,2,1,2,2018,NA
"842",2018019885,1,2,7,3,2,1,1,1,1,2,1,1,2018,NA
"843",2018019903,25,2,7,2,1,2,1,2,2,2,1,1,2018,NA
"844",2018019927,25,2,7,98,NA,NA,NA,NA,NA,NA,98,NA,2018,NA
"845",2018019972,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"846",2018019978,15,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2018,NA
"847",2018020017,43,2,7,1,2,1,1,1,2,2,2,NA,2018,NA
"848",2018020126,1,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"849",2018020160,1,1,1,1,98,98,98,98,98,98,1,98,2018,NA
"850",2018020285,1,1,1,1,2,2,2,1,2,2,1,1,2018,NA
"851",2018020303,43,1,1,4,1,98,98,98,1,2,98,3,2018,NA
"852",2018020304,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"853",2018020391,15,1,1,1,1,1,1,1,2,2,2,NA,2018,NA
"854",2018020419,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"855",2018020711,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"856",2018020715,15,1,1,98,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"857",2018020741,43,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"858",2018020861,43,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"859",2018020990,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"860",2018020993,25,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"861",2018021200,26,2,7,3,2,1,1,2,2,2,2,2,2018,NA
"862",2018021427,47,1,1,98,NA,NA,NA,NA,NA,NA,98,NA,2018,NA
"863",2018021464,15,1,1,2,1,2,2,1,2,2,1,2,2018,NA
"864",2018021554,47,1,1,1,1,1,98,98,98,98,98,NA,2018,NA
"865",2018021667,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"866",2018021679,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"867",2018021697,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"868",2018021737,25,1,1,3,98,98,98,98,2,2,98,NA,2018,NA
"869",2018022136,15,2,7,3,1,2,1,2,2,2,1,1,2018,NA
"870",2018022242,26,2,7,1,1,2,2,2,2,98,2,1,2018,NA
"871",2018022254,43,2,7,5,2,98,98,2,99,2,2,NA,2018,NA
"872",2018022257,43,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"873",2018022306,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"874",2018022356,26,2,7,2,2,1,2,1,2,2,2,1,2018,NA
"875",2018022553,43,1,1,2,1,2,2,2,2,2,1,1,2018,NA
"876",2018022556,25,2,7,98,NA,NA,NA,NA,NA,NA,98,98,2018,NA
"877",2018022611,1,2,7,2,1,2,2,2,2,2,2,1,2018,NA
"878",2018022686,47,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2018,NA
"879",2018022711,1,2,7,4,98,2,98,1,99,2,98,2,2018,NA
"880",2018022731,43,2,7,98,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"881",2018022762,43,2,7,2,1,2,1,2,1,2,2,NA,2018,NA
"882",2018022907,47,1,1,2,1,2,1,2,2,2,1,2,2018,NA
"883",2018022920,47,2,7,2,1,2,2,2,2,2,2,1,2018,NA
"884",2018022994,25,1,1,7,NA,NA,NA,NA,NA,NA,2,3,2018,NA
"885",2018023009,15,1,1,2,2,1,2,2,2,2,1,NA,2018,NA
"886",2018023029,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"887",2018023051,47,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"888",2018023106,47,1,1,1,2,1,2,2,2,2,2,1,2018,NA
"889",2018023118,1,2,7,6,98,98,98,98,98,98,2,3,2018,NA
"890",2018023288,25,1,1,2,1,2,2,2,2,2,2,2,2018,NA
"891",2018023324,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"892",2018023365,1,2,7,1,1,2,2,2,2,2,1,1,2018,NA
"893",2018023371,1,2,7,1,1,2,2,1,99,2,2,NA,2018,NA
"894",2018023434,15,2,7,2,1,2,2,2,2,2,2,2,2018,NA
"895",2018023444,1,2,7,7,NA,NA,NA,NA,NA,NA,2,99,2018,NA
"896",2018023506,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"897",2018023519,25,2,7,99,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"898",2018023720,26,1,1,2,1,2,2,2,2,2,2,1,2018,NA
"899",2018023812,15,2,7,3,2,1,1,2,2,2,1,NA,2018,NA
"900",2018023909,15,1,1,3,1,2,2,2,2,2,2,NA,2018,NA
"901",2018023998,47,2,7,2,1,2,2,2,2,2,2,NA,2018,NA
"902",2018024113,26,2,7,1,2,1,2,2,2,2,2,NA,2018,NA
"903",2018024124,15,2,7,1,1,2,2,2,2,2,2,2,2018,NA
"904",2018024156,26,2,7,1,1,2,2,2,2,2,1,NA,2018,NA
"905",2018024592,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"906",2018024597,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"907",2018024717,26,2,7,1,1,1,1,1,1,1,1,NA,2018,NA
"908",2018024748,47,2,7,1,1,2,2,2,2,2,98,98,2018,NA
"909",2018025148,43,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2018,NA
"910",2018025337,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"911",2018025681,1,2,7,2,2,1,1,1,1,2,2,NA,2018,NA
"912",2018027411,43,1,1,1,1,2,2,2,2,2,1,2,2018,NA
"913",2018027449,47,2,7,3,1,2,2,2,2,2,1,1,2018,NA
"914",2018027599,47,2,7,2,1,2,2,2,2,2,1,NA,2018,NA
"915",2018027640,26,1,1,2,1,2,2,2,2,2,2,1,2018,NA
"916",2018027648,43,2,7,3,2,1,1,1,2,2,2,NA,2018,NA
"917",2018027655,43,1,1,1,1,1,1,2,2,2,2,NA,2018,NA
"918",2018027656,43,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"919",2018027662,1,2,7,2,1,2,2,2,2,2,2,1,2018,NA
"920",2018027664,43,2,7,2,2,1,1,2,2,2,1,2,2018,NA
"921",2018027694,15,2,7,1,1,2,2,2,2,2,2,1,2018,NA
"922",2018027699,26,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"923",2018027743,15,2,7,3,2,2,1,2,2,2,2,NA,2018,NA
"924",2018027761,43,2,7,2,1,2,1,2,2,1,1,2,2018,NA
"925",2018027763,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"926",2018027764,15,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"927",2018027767,43,1,1,2,1,1,1,2,2,2,2,NA,2018,NA
"928",2018027768,26,2,7,1,1,1,1,1,1,1,1,1,2018,NA
"929",2018027786,26,2,7,1,1,2,2,2,2,2,2,1,2018,NA
"930",2018027812,15,1,1,7,NA,NA,NA,NA,NA,NA,1,2,2018,NA
"931",2018027815,15,2,7,2,2,1,2,2,2,2,1,1,2018,NA
"932",2018027821,26,2,7,1,1,2,2,2,2,2,2,1,2018,NA
"933",2018027823,43,1,1,1,1,2,1,1,1,2,1,4,2018,NA
"934",2018027831,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"935",2018027833,26,2,7,3,2,1,1,2,2,2,1,2,2018,NA
"936",2018027854,43,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"937",2018027857,47,2,7,1,1,98,2,98,2,2,2,1,2018,NA
"938",2018027858,47,2,7,3,1,2,2,2,2,2,1,2,2018,NA
"939",2018027859,26,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"940",2018027860,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"941",2018027876,47,2,7,1,2,1,1,2,2,2,2,4,2018,NA
"942",2018027899,47,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"943",2018027903,15,2,7,2,2,1,1,2,2,2,1,1,2018,NA
"944",2018027912,15,2,7,1,2,1,1,1,1,2,2,1,2018,NA
"945",2018027925,26,2,7,2,2,2,2,2,2,2,1,1,2018,NA
"946",2018027931,43,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"947",2018027942,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"948",2018027957,43,2,7,99,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"949",2018027962,15,1,1,1,1,2,99,99,2,2,2,2,2018,NA
"950",2018027967,15,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"951",2018027975,1,2,7,6,1,99,98,98,2,2,2,4,2018,NA
"952",2018027983,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"953",2018027988,15,1,1,2,1,2,2,2,2,2,2,NA,2018,NA
"954",2018027992,47,2,7,1,2,1,2,2,2,2,2,2,2018,NA
"955",2018027997,15,2,7,7,NA,NA,NA,NA,NA,NA,1,1,2018,NA
"956",2018027998,43,1,1,5,2,2,1,2,99,1,1,NA,2018,NA
"957",2018028004,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"958",2018028009,15,2,7,3,1,2,2,1,2,2,1,NA,2018,NA
"959",2018028011,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"960",2018028017,1,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2018,NA
"961",2018028018,26,2,7,2,1,1,1,1,1,2,2,2,2018,NA
"962",2018028020,1,2,7,3,99,98,98,1,1,1,98,NA,2018,NA
"963",2018028023,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"964",2018028041,1,1,1,2,2,1,1,2,2,2,1,2,2018,NA
"965",2018028042,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"966",2018028047,15,2,7,1,1,2,2,2,2,2,2,NA,2018,NA
"967",2018028051,15,2,7,2,2,1,1,1,2,2,2,2,2018,NA
"968",2018028055,15,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"969",2018028063,15,2,7,2,2,1,1,1,2,1,2,4,2018,NA
"970",2018028080,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"971",2018028082,26,1,1,3,1,2,2,2,2,2,2,NA,2018,NA
"972",2018028083,1,1,1,3,1,2,2,2,2,2,2,NA,2018,NA
"973",2018028097,26,2,7,3,1,2,2,2,2,2,2,NA,2018,NA
"974",2018028101,43,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"975",2018028102,15,2,7,1,1,2,2,2,2,2,2,1,2018,NA
"976",2018028106,25,1,1,2,1,2,2,2,2,2,2,NA,2018,NA
"977",2018028108,15,1,1,2,1,1,2,1,2,2,1,NA,2018,NA
"978",2018028110,26,2,7,1,2,2,2,2,2,2,2,NA,2018,NA
"979",2018028112,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"980",2018028113,43,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"981",2018028121,43,2,7,2,1,2,2,2,2,2,2,NA,2018,NA
"982",2018028141,43,2,7,1,1,2,2,2,2,2,1,1,2018,NA
"983",2018028146,26,2,7,2,2,1,2,2,2,2,1,NA,2018,NA
"984",2018028161,15,2,7,2,1,2,2,2,2,2,2,NA,2018,NA
"985",2018028173,15,1,1,2,1,2,2,2,2,2,2,2,2018,NA
"986",2018028188,15,1,1,4,1,2,2,2,2,2,2,NA,2018,NA
"987",2018028249,43,1,1,4,2,2,2,2,1,2,1,NA,2018,NA
"988",2018028253,15,1,1,2,1,2,1,2,2,2,2,NA,2018,NA
"989",2018028256,43,1,1,1,1,2,2,2,2,2,1,NA,2018,NA
"990",2018028267,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"991",2018028269,15,1,1,2,1,2,2,2,2,2,2,4,2018,NA
"992",2018028274,15,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"993",2018028294,25,2,7,3,2,1,1,98,2,2,1,1,2018,NA
"994",2018028301,15,1,1,2,2,1,2,1,1,1,2,NA,2018,NA
"995",2018028320,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"996",2018028335,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"997",2018028344,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"998",2018028360,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"999",2018028369,15,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2018,NA
"1000",2018028398,47,1,1,7,NA,NA,NA,NA,NA,NA,2,4,2018,NA
"1001",2018028414,15,1,1,2,1,1,1,1,2,2,2,NA,2018,NA
"1002",2018028427,43,1,1,2,1,2,2,2,2,2,1,4,2018,NA
"1003",2018028441,26,1,1,3,2,1,2,2,2,2,2,NA,2018,NA
"1004",2018028443,26,1,1,7,NA,NA,NA,NA,NA,NA,2,3,2018,NA
"1005",2018028453,15,1,1,3,2,1,2,2,2,2,1,2,2018,NA
"1006",2018028476,26,1,1,1,1,2,2,2,2,2,2,NA,2018,NA
"1007",2018028489,15,1,1,2,1,2,2,2,2,2,2,1,2018,NA
"1008",2018028496,26,1,1,2,2,1,1,2,2,2,1,2,2018,NA
"1009",2018028499,26,1,1,2,1,2,2,2,2,2,2,NA,2018,NA
"1010",2018028503,26,1,1,7,NA,NA,NA,NA,NA,NA,1,1,2018,NA
"1011",2018028528,1,1,1,2,1,2,2,2,2,2,2,NA,2018,NA
"1012",2018028531,1,1,1,1,1,2,2,2,2,2,2,1,2018,NA
"1013",2018028534,43,1,1,4,1,2,98,99,98,2,2,1,2018,NA
"1014",2018028543,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1015",2018028544,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1016",2018028548,25,2,7,1,99,99,1,1,2,1,2,NA,2018,NA
"1017",2018028565,43,1,1,2,2,1,2,2,2,2,2,1,2018,NA
"1018",2018028566,25,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2018,NA
"1019",2018028567,15,1,1,2,98,98,98,1,2,2,99,NA,2018,NA
"1020",2018028581,43,1,1,2,98,2,1,1,98,1,99,NA,2018,NA
"1021",2018028582,15,1,1,4,1,1,1,1,1,1,2,NA,2018,NA
"1022",2018028585,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1023",2018028586,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2018,NA
"1024",2018028591,25,2,7,2,2,98,1,1,1,98,2,NA,2018,NA
"1025",2018028596,25,1,1,2,1,2,1,2,2,2,2,NA,2018,NA
"1026",2018028598,43,1,1,2,98,2,1,2,1,1,1,NA,2018,NA
"1027",2018028601,43,1,1,1,2,1,2,2,2,2,1,2,2018,NA
